RECORD_ID,COLLEGE_CODE,COLLEGE_NAME,DISTRICT,BRANCH_NAME,BRANCH_CODE,OC,BC,BCM,MBC,SC,SCA,ST
TNEA2025-03153,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Aeronautical Engineering,ae,97.0,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03154,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Agricultural Engineering,ag,99.0,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03155,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Bio Medical Engineering,bm,91.5,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03156,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Bio Technology,bt,94.5,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03157,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Civil Engineering,ce,117.0,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03158,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Computer Science and Engineering,cs,83.0,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03159,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Computer Science and Engineering (Ai and Machine Learning),am,81.5,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03160,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Computer Science and Engineering (Cyber Security),sc,93.5,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03161,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Electrical and Electronics Engineering,ee,95.5,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03162,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Electronics and Communication Engineering,ec,92.5,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03163,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Mechanical Engineering,me,82.0,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03164,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction, Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",KANNIYAKUMARI,Robotics and Automation,rm,97.5,86.5,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00290,4979,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,Artificial Intelligence and Data Science,ad,101.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00291,4979,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,Civil Engineering,ce,101.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00292,4979,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,Computer Science and Engineering,cs,103.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00293,4979,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,Computer Science and Engineering (Ai and Machine Learning),am,103.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00294,4979,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,Computer Science and Engineering (Cyber Security),sc,103.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00295,4979,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,Electrical and Electronics Engineering,ee,103.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00296,4979,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,Electronics and Communication Engineering,ec,152.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00297,4979,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,Information Technology,it,101.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00708,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",TIRUNELVELI,Artificial Intelligence and Data Science,ad,124.5,104.0,102.0,109.5,109.0,Not Available,Not Available
TNEA2025-00709,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",TIRUNELVELI,Civil Engineering,ce,96.5,104.0,102.0,109.5,109.0,Not Available,Not Available
TNEA2025-00710,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",TIRUNELVELI,Computer Science and Engineering,cs,142.0,120.5,113.5,105.0,109.0,Not Available,Not Available
TNEA2025-00711,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",TIRUNELVELI,Electrical and Electronics Engineering,ee,91.5,120.5,113.5,105.0,109.0,Not Available,Not Available
TNEA2025-00712,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",TIRUNELVELI,Electronics and Communication Engineering,ec,137.5,114.0,113.5,90.5,109.0,Not Available,Not Available
TNEA2025-00713,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",TIRUNELVELI,Mechanical Engineering,me,102.5,114.0,113.5,90.5,109.0,Not Available,Not Available
TNEA2025-02087,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,Artificial Intelligence and Data Science,ad,149.0,139.0,145.5,105.0,87.5,Not Available,Not Available
TNEA2025-02088,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,Civil Engineering,ce,96.0,139.0,145.5,105.0,87.5,Not Available,Not Available
TNEA2025-02089,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,Computer Science and Engineering,cs,158.0,143.5,145.0,111.5,87.5,Not Available,Not Available
TNEA2025-02090,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,Computer Science and Engineering (Ai and Machine Learning),am,149.0,139.0,140.0,102.5,96.5,Not Available,Not Available
TNEA2025-02091,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,Electrical and Electronics Engineering,ee,121.0,101.0,140.0,120.5,96.5,Not Available,Not Available
TNEA2025-02092,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,Electronics and Communication Engineering,ec,148.5,134.5,147.0,120.5,119.5,Not Available,Not Available
TNEA2025-02093,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,Information Technology,it,150.0,143.5,143.0,86.0,119.5,Not Available,Not Available
TNEA2025-02094,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,Mechanical Engineering,me,118.0,89.5,97.5,84.5,119.5,Not Available,Not Available
TNEA2025-03452,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",KANNIYAKUMARI,Artificial Intelligence and Data Science,ad,84.5,94.5,Not Available,94.5,Not Available,88.5,Not Available
TNEA2025-03453,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",KANNIYAKUMARI,Civil Engineering,ce,84.5,94.5,Not Available,94.5,Not Available,88.5,Not Available
TNEA2025-03454,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",KANNIYAKUMARI,Computer Science and Engineering,cs,113.0,94.5,Not Available,94.5,Not Available,88.5,Not Available
TNEA2025-03455,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",KANNIYAKUMARI,Computer Science and Engineering (Ai and Machine Learning),am,107.0,94.5,Not Available,94.5,Not Available,88.5,Not Available
TNEA2025-03456,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",KANNIYAKUMARI,Computer Science and Engineering (Cyber Security),sc,85.0,94.5,Not Available,94.5,Not Available,88.5,Not Available
TNEA2025-03457,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",KANNIYAKUMARI,Electrical and Electronics Engineering,ee,143.0,94.5,Not Available,94.5,Not Available,88.5,Not Available
TNEA2025-03458,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",KANNIYAKUMARI,Electronics and Communication Engineering,ec,92.5,94.5,Not Available,94.5,Not Available,88.5,Not Available
TNEA2025-03459,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",KANNIYAKUMARI,Mechanical Engineering,me,85.5,94.5,Not Available,94.5,Not Available,88.5,Not Available
TNEA2025-01385,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",KANNIYAKUMARI,Aeronautical Engineering,ae,91.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01386,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",KANNIYAKUMARI,Agricultural Engineering,ag,91.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01387,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",KANNIYAKUMARI,Civil Engineering,ce,91.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01388,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",KANNIYAKUMARI,Computer Science and Engineering,cs,91.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01389,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",KANNIYAKUMARI,Electrical and Electronics Engineering,ee,91.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01390,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",KANNIYAKUMARI,Electronics and Communication Engineering,ec,91.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01391,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",KANNIYAKUMARI,Mechanical Engineering,me,93.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01392,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",KANNIYAKUMARI,Robotics and Automation,rm,137.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01586,4984,"Marthandam College of Engineering and Technology, P.M.Village Road, Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",KANNIYAKUMARI,Artificial Intelligence and Data Science,ad,97.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01587,4984,"Marthandam College of Engineering and Technology, P.M.Village Road, Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",KANNIYAKUMARI,Civil Engineering,ce,97.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01588,4984,"Marthandam College of Engineering and Technology, P.M.Village Road, Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",KANNIYAKUMARI,Computer Science and Engineering,cs,89.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01589,4984,"Marthandam College of Engineering and Technology, P.M.Village Road, Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",KANNIYAKUMARI,Electrical and Electronics Engineering,ee,89.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01590,4984,"Marthandam College of Engineering and Technology, P.M.Village Road, Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",KANNIYAKUMARI,Electronics and Communication Engineering,ec,97.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01591,4984,"Marthandam College of Engineering and Technology, P.M.Village Road, Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",KANNIYAKUMARI,Information Technology,it,91.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01592,4984,"Marthandam College of Engineering and Technology, P.M.Village Road, Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",KANNIYAKUMARI,Mechanical Engineering,me,83.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01788,4986,"Noorul Islam College of Engineering and Technology, Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",KANNIYAKUMARI,Artificial Intelligence and Data Science,ad,127.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01789,4986,"Noorul Islam College of Engineering and Technology, Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",KANNIYAKUMARI,Computer Science and Engineering,cs,129.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01790,4986,"Noorul Islam College of Engineering and Technology, Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",KANNIYAKUMARI,Electrical and Electronics Engineering,ee,129.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01791,4986,"Noorul Islam College of Engineering and Technology, Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",KANNIYAKUMARI,Electronics and Communication Engineering,ec,129.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01792,4986,"Noorul Islam College of Engineering and Technology, Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",KANNIYAKUMARI,Information Technology,it,129.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01793,4986,"Noorul Islam College of Engineering and Technology, Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",KANNIYAKUMARI,Mechanical Engineering,me,117.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01955,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",TIRUNELVELI,Agricultural Engineering,ag,102.0,91.5,85.5,Not Available,94.0,Not Available,Not Available
TNEA2025-01957,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",TIRUNELVELI,Artificial Intelligence and Data Science,ad,102.0,91.5,85.5,Not Available,94.0,Not Available,Not Available
TNEA2025-01956,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",TIRUNELVELI,Automobile Engineering,au,102.0,91.5,85.5,Not Available,94.0,Not Available,Not Available
TNEA2025-01958,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",TIRUNELVELI,Bio Medical Engineering,bm,118.5,91.5,85.5,Not Available,94.0,Not Available,Not Available
TNEA2025-01959,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",TIRUNELVELI,Civil Engineering,ce,118.5,91.5,85.5,Not Available,94.0,Not Available,Not Available
TNEA2025-01960,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",TIRUNELVELI,Computer Science and Engineering,cs,97.0,91.5,85.5,Not Available,94.0,Not Available,Not Available
TNEA2025-01961,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",TIRUNELVELI,Electronics and Communication Engineering,ec,85.0,91.5,85.5,Not Available,94.0,Not Available,Not Available
TNEA2025-01962,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",TIRUNELVELI,Information Technology,it,99.5,91.5,85.5,Not Available,94.0,Not Available,Not Available
TNEA2025-01963,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",TIRUNELVELI,Mechanical Engineering,me,99.5,91.5,85.5,Not Available,94.0,Not Available,Not Available
TNEA2025-00370,4992,"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",KANNIYAKUMARI,Civil Engineering,ce,109.0,85.5,90.5,113.0,Not Available,Not Available,Not Available
TNEA2025-00371,4992,"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",KANNIYAKUMARI,Computer Science and Engineering,cs,123.0,85.5,90.5,113.0,Not Available,Not Available,Not Available
TNEA2025-00372,4992,"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",KANNIYAKUMARI,Computer Science and Engineering (Ai and Machine Learning),am,107.0,92.0,90.5,101.0,Not Available,Not Available,Not Available
TNEA2025-00373,4992,"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",KANNIYAKUMARI,Electrical and Electronics Engineering,ee,116.0,92.0,90.5,101.0,Not Available,Not Available,Not Available
TNEA2025-00374,4992,"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",KANNIYAKUMARI,Electronics and Communication Engineering,ec,97.5,92.0,90.5,101.0,Not Available,Not Available,Not Available
TNEA2025-00375,4992,"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",KANNIYAKUMARI,Information Technology,it,81.0,92.0,90.5,101.0,Not Available,Not Available,Not Available
TNEA2025-00376,4992,"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",KANNIYAKUMARI,Mechanical Engineering,me,86.0,92.0,90.5,101.0,Not Available,Not Available,Not Available
TNEA2025-01393,4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",KANNIYAKUMARI,Agricultural Engineering,ag,90.0,100.5,Not Available,103.0,Not Available,Not Available,Not Available
TNEA2025-01394,4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",KANNIYAKUMARI,Artificial Intelligence and Data Science,ad,134.0,100.5,Not Available,103.0,Not Available,Not Available,Not Available
TNEA2025-01395,4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",KANNIYAKUMARI,Bio Medical Engineering,bm,104.0,85.5,Not Available,85.0,Not Available,Not Available,Not Available
TNEA2025-01396,4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",KANNIYAKUMARI,Computer Science and Engineering,cs,91.5,81.5,Not Available,83.5,Not Available,Not Available,Not Available
TNEA2025-01397,4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",KANNIYAKUMARI,Computer Science and Engineering (Ai and Machine Learning),am,101.0,98.0,Not Available,84.0,Not Available,Not Available,Not Available
TNEA2025-01398,4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",KANNIYAKUMARI,Electrical and Electronics Engineering,ee,80.0,98.0,Not Available,84.0,Not Available,Not Available,Not Available
TNEA2025-01399,4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",KANNIYAKUMARI,Electronics and Communication Engineering,ec,105.5,97.5,Not Available,99.5,Not Available,Not Available,Not Available
TNEA2025-01400,4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",KANNIYAKUMARI,Information Technology,it,104.0,88.0,Not Available,99.5,Not Available,Not Available,Not Available
TNEA2025-01401,4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",KANNIYAKUMARI,Mechanical Engineering,me,85.5,88.0,Not Available,99.5,Not Available,Not Available,Not Available
TNEA2025-01013,4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,Artificial Intelligence and Data Science,ad,130.5,91.0,92.0,105.5,87.5,89.0,Not Available
TNEA2025-01014,4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,Civil Engineering,ce,124.0,116.0,92.0,94.5,87.5,89.0,Not Available
TNEA2025-01015,4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,Computer Science and Engineering,cs,128.5,88.5,116.5,88.5,91.0,118.5,Not Available
TNEA2025-01016,4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,Electrical and Electronics Engineering,ee,95.0,86.5,94.5,88.5,91.0,118.5,Not Available
TNEA2025-01017,4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,Electronics and Communication Engineering,ec,133.0,91.5,122.5,100.0,95.5,118.5,Not Available
TNEA2025-01018,4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,Information Technology,it,128.0,95.5,112.0,82.5,107.0,118.5,Not Available
TNEA2025-01019,4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,Mechanical Engineering,me,105.0,91.5,112.0,82.5,107.0,118.5,Not Available
TNEA2025-01844,4995,"P.S.R.R College of Engineering, Appayanaickenpatti, Sevalpatti, Sivakasi, Virudhunagar -626140.",VIRUDHUNAGAR,Artificial Intelligence and Data Science,ad,127.5,108.5,111.5,100.0,103.5,Not Available,Not Available
TNEA2025-01845,4995,"P.S.R.R College of Engineering, Appayanaickenpatti, Sevalpatti, Sivakasi, Virudhunagar -626140.",VIRUDHUNAGAR,Computer Science and Engineering,cs,137.5,124.5,111.5,105.5,103.5,Not Available,Not Available
TNEA2025-01846,4995,"P.S.R.R College of Engineering, Appayanaickenpatti, Sevalpatti, Sivakasi, Virudhunagar -626140.",VIRUDHUNAGAR,Electrical and Electronics Engineering,ee,80.5,124.5,111.5,105.5,103.5,Not Available,Not Available
TNEA2025-01847,4995,"P.S.R.R College of Engineering, Appayanaickenpatti, Sevalpatti, Sivakasi, Virudhunagar -626140.",VIRUDHUNAGAR,Electronics and Communication Engineering,ec,117.5,91.0,111.5,96.0,99.0,Not Available,Not Available
TNEA2025-02875,4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",VIRUDHUNAGAR,Artificial Intelligence and Data Science,ad,112.5,88.0,111.0,90.0,91.0,Not Available,Not Available
TNEA2025-02876,4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",VIRUDHUNAGAR,Civil Engineering,ce,103.5,88.0,111.0,90.0,91.0,Not Available,Not Available
TNEA2025-02877,4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",VIRUDHUNAGAR,Computer Science and Bussiness System,cb,81.5,88.0,111.0,90.0,91.0,Not Available,Not Available
TNEA2025-02878,4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",VIRUDHUNAGAR,Computer Science and Engineering,cs,113.5,94.0,102.5,98.5,87.5,Not Available,Not Available
TNEA2025-02879,4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",VIRUDHUNAGAR,Electrical and Electronics Engineering,ee,105.5,94.0,102.5,98.5,87.5,Not Available,Not Available
TNEA2025-02880,4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",VIRUDHUNAGAR,Electronics and Communication Engineering,ec,87.5,94.0,102.5,98.5,87.5,Not Available,Not Available
TNEA2025-02881,4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",VIRUDHUNAGAR,Mechanical Engineering,me,104.0,94.0,102.5,98.5,87.5,Not Available,Not Available
TNEA2025-01515,4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",TENKASI,Civil Engineering,ce,87.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01516,4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",TENKASI,Computer Science and Engineering,cs,87.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01517,4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",TENKASI,Electrical and Electronics Engineering,ee,87.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-01518,4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",TENKASI,Electronics and Communication Engineering,ec,87.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
